ArchiveDate,Adult_Child,Speciality,care_type,0_6_months,6_12_months,12_18_months,18_plus_months,wait_total
3/30/2023,Adult,Endocrinology,ipdc,19,6,9,7,41
3/30/2023,Adult,Gastro-Enterology,ipdc,318,71,39,99,527
3/30/2023,Adult,Gastro-Intestinal Surgery,ipdc,282,143,55,160,640
3/30/2023,Adult,General Medicine,ipdc,172,23,6,2,203
3/30/2023,Adult,General Surgery,ipdc,"7,645","2,646","1,142","1,570","13,003"
3/30/2023,Adult,Geriatric Medicine,ipdc,18,12,0,0,30
3/30/2023,Adult,Gynaecology,ipdc,"3,953","1,065",443,427,"5,888"
3/30/2023,Adult,Haematology,ipdc,28,0,0,2,30
3/30/2023,Adult,Hepato-Biliary Surgery,ipdc,19,8,9,8,44
3/30/2023,Adult,Maxillo-Facial,ipdc,675,460,58,179,"1,372"
3/30/2023,Adult,Nephrology,ipdc,36,0,2,0,38
3/30/2023,Adult,Neurology,ipdc,183,65,8,36,292
3/30/2023,Adult,Neurosurgery,ipdc,335,270,82,50,737
3/30/2023,Adult,Oncology,ipdc,69,0,0,0,69
3/30/2023,Adult,Ophthalmology,ipdc,"6,338","2,232",539,640,"9,749"
3/30/2023,Adult,Oral Surgery,ipdc,181,162,104,135,582
3/30/2023,Adult,Orthopaedics,ipdc,"6,044","1,794",714,"1,056","9,608"
3/30/2023,Adult,Otolaryngology (ENT),ipdc,"3,008","1,152",499,459,"5,118"
3/30/2023,Adult,Pain Relief,ipdc,"3,042","1,201",390,372,"5,005"
3/30/2023,Adult,Plastic Surgery,ipdc,"3,282","1,155",536,"1,016","5,989"
3/30/2023,Adult,Radiology,ipdc,16,2,4,4,26
3/30/2023,Adult,Respiratory Medicine,ipdc,464,259,21,5,749
3/30/2023,Adult,Rheumatology,ipdc,427,118,39,0,584
3/30/2023,Adult,Small Volume Specialties,ipdc,2,0,0,0,2
3/30/2023,Adult,Urology,ipdc,"5,992","1,416",472,746,"8,626"
3/30/2023,Adult,Vascular Surgery,ipdc,"1,108",294,96,136,"1,634"
3/30/2023,Child,Cardio-Thoracic Surgery,ipdc,73,7,4,0,84
3/30/2023,Child,Clinical Immunology,ipdc,178,141,95,10,424
3/30/2023,Child,Dental Surgery,ipdc,131,64,38,45,278
3/30/2023,Child,General Surgery,ipdc,149,51,22,21,243
3/30/2023,Child,Immunology,ipdc,36,48,22,19,125
3/30/2023,Child,Maxillo-Facial,ipdc,84,43,11,12,150
3/30/2023,Child,Ophthalmology,ipdc,491,173,70,53,787
3/30/2023,Child,Oral Surgery,ipdc,26,29,9,2,66
3/30/2023,Child,Orthopaedics,ipdc,189,116,34,27,366
3/30/2023,Child,Otolaryngology (ENT),ipdc,844,161,16,11,"1,032"
3/30/2023,Child,Paed Cardiology,ipdc,158,41,10,7,216
3/30/2023,Child,Paed Endocrinology,ipdc,16,4,2,0,22
3/30/2023,Child,Paed Metabolic Medicine,ipdc,8,6,4,2,20
3/30/2023,Child,Paed Orthopaedic,ipdc,389,178,114,185,866
3/30/2023,Child,Paediatric Dermatology,ipdc,16,6,2,0,24
3/30/2023,Child,Paediatric ENT,ipdc,506,124,26,32,688
3/30/2023,Child,Paediatric Neurology,ipdc,18,6,2,0,26
3/30/2023,Child,Paediatric Neurosurgery,ipdc,17,9,4,2,32
3/30/2023,Child,Paediatric Radiology,ipdc,13,16,8,19,56
3/30/2023,Child,Paediatric Respiratory Medicine,ipdc,388,399,177,372,"1,336"
3/30/2023,Child,Paediatric Surgery,ipdc,443,153,44,37,677
3/30/2023,Child,Paediatric Urology,ipdc,210,80,59,91,440
3/30/2023,Child,Paediatrics,ipdc,101,28,10,6,145
3/30/2023,Child,Plastic Surgery,ipdc,249,85,62,66,462
3/30/2023,Child,Rheumatology,ipdc,44,16,4,2,66
3/30/2023,Child,Small Volume Specialties,ipdc,53,16,6,0,75
3/30/2023,Child,Urology,ipdc,241,69,11,19,340
4/27/2023,Adult,Breast Surgery,op,"2,046",32,2,0,"2,080"
4/27/2023,Adult,Cardio-Thoracic Surgery,op,301,50,14,21,386
4/27/2023,Adult,Cardiology,op,"18,876","9,795","3,818","2,291","34,780"
4/27/2023,Adult,Chemical Pathology,op,52,33,12,2,100
4/27/2023,Adult,Clinical (Medical) Genetics,op,930,830,644,660,"3,064"
4/27/2023,Adult,Clinical Immunology,op,"1,230",628,218,5,"2,081"
4/27/2023,Adult,Clinical Neurophysiology,op,762,513,374,323,"1,972"
4/27/2023,Adult,Dermatology,op,"22,068","9,557","3,397","6,832","41,854"
4/27/2023,Adult,Diabetes Mellitus,op,"1,240",515,213,223,"2,191"
4/27/2023,Adult,Endocrinology,op,"7,510","4,742","2,397","4,602","19,251"
4/27/2023,Adult,Gastro-Enterology,op,"9,823","3,443","1,268","1,021","15,555"
4/27/2023,Adult,Gastro-Intestinal Surgery,op,227,65,26,7,325
4/27/2023,Adult,General Medicine,op,"10,888","5,441","2,446","2,554","21,329"
4/27/2023,Adult,General Surgery,op,"24,686","6,389","2,445","2,049","35,569"
4/27/2023,Adult,Geriatric Medicine,op,"2,988",384,82,110,"3,564"
4/27/2023,Adult,Gynaecology,op,"20,444","5,260","1,297","1,294","28,295"
4/27/2023,Adult,Haematology,op,"5,288","2,180",896,"1,151","9,515"
4/27/2023,Adult,Hepato-Biliary Surgery,op,58,26,9,2,95
4/27/2023,Adult,Infectious Diseases,op,"1,311",150,2,2,"1,465"
4/27/2023,Adult,Maxillo-Facial,op,"1,070",450,284,"1,031","2,835"
4/27/2023,Adult,Metabolic Medicine,op,100,39,8,9,156
4/27/2023,Adult,Microbiology,op,36,0,0,0,36
4/27/2023,Adult,Nephrology,op,"2,315",551,227,338,"3,431"
4/27/2023,Adult,Neurology,op,"9,518","5,196","2,753","5,805","23,272"
4/27/2023,Adult,Neurosurgery,op,"3,629","2,187","1,249","2,519","9,584"
4/27/2023,Adult,Oncology,op,597,2,0,0,599
4/27/2023,Adult,Ophthalmology,op,"15,985","6,637","3,486","7,416","33,524"
4/27/2023,Adult,Oral Surgery,op,506,325,221,"1,225","2,277"
4/27/2023,Adult,Orthopaedics,op,"30,894","18,588","6,816","7,689","63,987"
4/27/2023,Adult,Otolaryngology (ENT),op,"18,830","9,836","4,253","7,775","40,694"
4/27/2023,Adult,Paediatric Dermatology,op,31,17,4,0,52
4/27/2023,Adult,Paediatric ENT,op,8,9,4,0,22
4/27/2023,Adult,Paediatric Neurology,op,11,9,0,0,20
4/27/2023,Adult,Paediatric Surgery,op,7,4,7,2,20
4/27/2023,Adult,Paediatrics,op,95,71,28,2,196
4/27/2023,Adult,Pain Relief,op,"5,305","3,297","1,843","3,953","14,398"
4/27/2023,Adult,Palliative Medicine,op,24,0,2,0,26
4/27/2023,Adult,Pathology,op,57,56,25,53,191
4/27/2023,Adult,Plastic Surgery,op,"7,554","3,257","1,570","4,319","16,700"
4/27/2023,Adult,Psychiatry,op,454,41,2,2,499
4/27/2023,Adult,Radiotherapy,op,53,0,0,0,53
4/27/2023,Adult,Respiratory Medicine,op,"11,512","4,831","1,837","2,679","20,859"
4/27/2023,Adult,Rheumatology,op,"7,420","3,102","1,383","2,583","14,488"
4/27/2023,Adult,Small Volume Specialities,op,61,18,13,0,92
4/27/2023,Adult,Urology,op,"12,455","5,799","2,313","4,272","24,839"
4/27/2023,Adult,Vascular Surgery,op,"6,560","3,448","1,445","2,402","13,855"
4/27/2023,Child,Cardio-Thoracic Surgery,op,33,4,4,0,41
4/27/2023,Child,Cardiology,op,37,11,4,14,66
4/27/2023,Child,Clinical (Medical) Genetics,op,450,366,274,170,"1,260"
4/27/2023,Child,Clinical Immunology,op,384,138,61,243,826
4/27/2023,Child,Dental Surgery,op,161,84,47,83,375
4/27/2023,Child,Dermatology,op,"1,428",526,292,697,"2,943"
4/27/2023,Child,Developmental Paediatrics,op,278,265,170,325,"1,038"
4/27/2023,Child,Gastro-Enterology,op,20,4,4,0,27
4/27/2023,Child,General Medicine,op,37,5,2,0,44
4/27/2023,Child,General Surgery,op,846,373,170,168,"1,557"
4/27/2023,Child,Gynaecology,op,488,148,65,13,714
4/27/2023,Child,Haematology,op,77,8,4,2,91
4/27/2023,Child,Immunology,op,241,78,18,26,363
4/27/2023,Child,Maxillo-Facial,op,70,39,30,52,191
4/27/2023,Child,Neurology,op,39,4,4,2,48
4/27/2023,Child,Ophthalmology,op,"2,238",769,350,732,"4,089"
4/27/2023,Child,Oral Surgery,op,117,60,21,31,229
4/27/2023,Child,Orthopaedics,op,"1,476",716,264,428,"2,884"
4/27/2023,Child,Otolaryngology (ENT),op,"5,391","2,246","1,101",969,"9,707"
4/27/2023,Child,Paed Cardiology,op,"2,142","1,162",709,21,"4,034"
4/27/2023,Child,Paed Endocrinology,op,473,199,35,55,762
4/27/2023,Child,Paed Gastro-Enterol,op,488,130,79,46,743
4/27/2023,Child,Paed Haematology,op,228,30,2,0,260
4/27/2023,Child,Paed Metabolic Medicine,op,42,4,2,2,50
4/27/2023,Child,Paed Nephrology,op,277,120,21,7,425
4/27/2023,Child,Paed Orthopaedic,op,"1,607","1,115",488,607,"3,817"
4/27/2023,Child,Paediatric Dermatology,op,"2,583","1,654",849,"1,758","6,844"
4/27/2023,Child,Paediatric ENT,op,"3,576","1,439",679,"1,549","7,243"
4/27/2023,Child,Paediatric Infectious Diseases,op,56,8,4,2,70
4/27/2023,Child,Paediatric Neurology,op,874,262,24,2,"1,162"
4/27/2023,Child,Paediatric Neurosurgery,op,38,4,2,0,44
4/27/2023,Child,Paediatric Respiratory Medicine,op,768,402,292,584,"2,046"
4/27/2023,Child,Paediatric Surgery,op,"2,298","1,587",661,30,"4,576"
4/27/2023,Child,Paediatric Urology,op,521,281,227,35,"1,064"
4/27/2023,Child,Paediatrics,op,"14,023","5,478","1,744",303,"21,548"
4/27/2023,Child,Pain Relief,op,19,10,2,2,33
4/27/2023,Child,Plastic Surgery,op,716,319,209,272,"1,516"
4/27/2023,Child,Rheumatology,op,288,184,178,613,"1,263"
4/27/2023,Child,Small Volume Specialities,op,87,21,10,4,122
4/27/2023,Child,Urology,op,914,520,211,328,"1,973"
4/27/2023,Adult,Anaesthetics,ipdc,62,0,0,0,62
4/27/2023,Adult,Breast Surgery,ipdc,104,55,28,42,229
4/27/2023,Adult,Cardio-Thoracic Surgery,ipdc,232,40,15,25,311
4/27/2023,Adult,Cardiology,ipdc,"2,678",646,85,95,"3,503"
4/27/2023,Adult,Clinical Immunology,ipdc,156,101,21,2,279
4/27/2023,Adult,Dental Surgery,ipdc,55,2,0,3,60
4/27/2023,Adult,Dermatology,ipdc,719,132,64,27,943
4/27/2023,Adult,Endocrinology,ipdc,10,5,7,7,28
4/27/2023,Adult,Gastro-Enterology,ipdc,313,73,28,106,520
4/27/2023,Adult,Gastro-Intestinal Surgery,ipdc,247,175,48,162,632
4/27/2023,Adult,General Medicine,ipdc,144,22,10,2,178
4/27/2023,Adult,General Surgery,ipdc,"7,456","2,697","1,126","1,635","12,914"
4/27/2023,Adult,Geriatric Medicine,ipdc,21,9,2,0,32
4/27/2023,Adult,Gynaecology,ipdc,"3,761","1,064",388,423,"5,636"
4/27/2023,Adult,Haematology,ipdc,42,0,0,2,43
4/27/2023,Adult,Hepato-Biliary Surgery,ipdc,22,9,10,7,48
4/27/2023,Adult,Maxillo-Facial,ipdc,567,562,76,180,"1,385"
4/27/2023,Adult,Nephrology,ipdc,40,2,2,0,44
4/27/2023,Adult,Neurology,ipdc,181,62,11,35,288
4/27/2023,Adult,Neurosurgery,ipdc,330,274,102,51,756
4/27/2023,Adult,Oncology,ipdc,67,0,0,0,67
4/27/2023,Adult,Ophthalmology,ipdc,"6,291","2,304",535,681,"9,811"
4/27/2023,Adult,Oral Surgery,ipdc,166,167,111,137,581
4/27/2023,Adult,Orthopaedics,ipdc,"5,819","1,750",597,977,"9,143"
4/27/2023,Adult,Otolaryngology (ENT),ipdc,"3,050","1,206",553,483,"5,292"
4/27/2023,Adult,Pain Relief,ipdc,"3,013","1,192",328,372,"4,906"
4/27/2023,Adult,Plastic Surgery,ipdc,"3,296","1,198",550,"1,033","6,077"
4/27/2023,Adult,Radiology,ipdc,50,3,7,3,64
4/27/2023,Adult,Respiratory Medicine,ipdc,463,241,31,7,742
4/27/2023,Adult,Rheumatology,ipdc,368,130,36,15,548
4/27/2023,Adult,Small Volume Specialties,ipdc,5,0,0,0,5
4/27/2023,Adult,Urology,ipdc,"5,945","1,479",494,772,"8,690"
4/27/2023,Adult,Vascular Surgery,ipdc,"1,072",317,121,138,"1,648"
4/27/2023,Child,Cardio-Thoracic Surgery,ipdc,60,4,4,0,68
4/27/2023,Child,Clinical Immunology,ipdc,148,138,104,17,407
4/27/2023,Child,Dental Surgery,ipdc,138,71,39,49,297
4/27/2023,Child,General Surgery,ipdc,161,43,18,22,244
4/27/2023,Child,Immunology,ipdc,43,42,25,22,132
4/27/2023,Child,Maxillo-Facial,ipdc,88,44,19,14,165
4/27/2023,Child,Ophthalmology,ipdc,468,228,67,51,814
4/27/2023,Child,Oral Surgery,ipdc,25,28,11,2,66
4/27/2023,Child,Orthopaedics,ipdc,199,97,40,31,367
4/27/2023,Child,Otolaryngology (ENT),ipdc,884,184,18,10,"1,096"
4/27/2023,Child,Paed Cardiology,ipdc,167,46,11,8,232
4/27/2023,Child,Paed Endocrinology,ipdc,17,4,4,0,25
4/27/2023,Child,Paed Metabolic Medicine,ipdc,9,6,4,2,21
4/27/2023,Child,Paed Orthopaedic,ipdc,394,179,104,189,866
4/27/2023,Child,Paediatric ENT,ipdc,588,121,28,30,767
4/27/2023,Child,Paediatric Neurology,ipdc,14,6,4,0,24
4/27/2023,Child,Paediatric Neurosurgery,ipdc,19,10,4,2,35
4/27/2023,Child,Paediatric Radiology,ipdc,6,21,7,20,54
4/27/2023,Child,Paediatric Respiratory Medicine,ipdc,348,405,160,389,"1,302"
4/27/2023,Child,Paediatric Surgery,ipdc,499,199,38,28,764
4/27/2023,Child,Paediatric Urology,ipdc,220,106,51,88,465
4/27/2023,Child,Paediatrics,ipdc,95,28,9,5,137
4/27/2023,Child,Plastic Surgery,ipdc,265,84,53,69,471
4/27/2023,Child,Rheumatology,ipdc,36,23,4,2,65
4/27/2023,Child,Small Volume Specialties,ipdc,51,28,12,2,93
4/27/2023,Child,Urology,ipdc,249,75,11,19,354
5/25/2023,Adult,Breast Surgery,op,"2,099",11,2,0,"2,112"
5/25/2023,Adult,Cardio-Thoracic Surgery,op,279,45,23,20,367
5/25/2023,Adult,Cardiology,op,"19,686","9,302","3,920","2,163","35,071"
5/25/2023,Adult,Chemical Pathology,op,58,30,11,2,101
5/25/2023,Adult,Clinical (Medical) Genetics,op,952,805,685,704,"3,146"
5/25/2023,Adult,Clinical Immunology,op,"1,273",616,279,8,"2,176"
5/25/2023,Adult,Clinical Neurophysiology,op,698,462,418,292,"1,870"
5/25/2023,Adult,Dermatology,op,"22,820","9,564","3,641","6,939","42,964"
5/25/2023,Adult,Diabetes Mellitus,op,"1,249",483,223,217,"2,172"
5/25/2023,Adult,Endocrinology,op,"7,923","4,612","2,597","4,680","19,812"
5/25/2023,Adult,Gastro-Enterology,op,"10,055","3,462","1,245",845,"15,607"
5/25/2023,Adult,Gastro-Intestinal Surgery,op,175,54,25,9,263
5/25/2023,Adult,General Medicine,op,"11,153","5,173","2,548","2,591","21,465"
5/25/2023,Adult,General Surgery,op,"24,864","6,316","2,405","1,764","35,349"
5/25/2023,Adult,Geriatric Medicine,op,"3,151",431,89,112,"3,783"
5/25/2023,Adult,Gynaecology,op,"20,838","5,235","1,350","1,332","28,755"
5/25/2023,Adult,Haematology,op,"5,291","2,097",917,"1,023","9,328"
5/25/2023,Adult,Hepato-Biliary Surgery,op,73,23,2,0,98
5/25/2023,Adult,Infectious Diseases,op,"1,442",209,2,2,"1,655"
5/25/2023,Adult,Maxillo-Facial,op,"1,177",460,262,"1,049","2,948"
5/25/2023,Adult,Metabolic Medicine,op,77,35,4,7,123
5/25/2023,Adult,Microbiology,op,30,2,0,0,33
5/25/2023,Adult,Nephrology,op,"2,379",485,254,320,"3,438"
5/25/2023,Adult,Neurology,op,"9,846","4,948","2,781","5,651","23,226"
5/25/2023,Adult,Neurosurgery,op,"3,678","2,081","1,250","2,333","9,342"
5/25/2023,Adult,Oncology,op,552,4,0,0,556
5/25/2023,Adult,Ophthalmology,op,"16,370","6,474","3,499","7,307","33,650"
5/25/2023,Adult,Oral Surgery,op,594,325,217,"1,226","2,362"
5/25/2023,Adult,Orthopaedics,op,"31,985","18,363","6,795","7,520","64,663"
5/25/2023,Adult,Otolaryngology (ENT),op,"19,473","9,112","4,274","7,687","40,546"
5/25/2023,Adult,Paediatric Dermatology,op,17,28,4,0,50
5/25/2023,Adult,Paediatrics,op,99,78,29,6,212
5/25/2023,Adult,Pain Relief,op,"5,626","3,255","1,884","3,848","14,613"
5/25/2023,Adult,Palliative Medicine,op,24,0,2,0,26
5/25/2023,Adult,Pathology,op,49,44,33,62,188
5/25/2023,Adult,Plastic Surgery,op,"7,730","3,182","1,574","4,244","16,730"
5/25/2023,Adult,Psychiatry,op,432,43,5,0,480
5/25/2023,Adult,Radiotherapy,op,34,0,0,0,34
5/25/2023,Adult,Respiratory Medicine,op,"12,098","4,881","1,884","2,684","21,547"
5/25/2023,Adult,Rheumatology,op,"7,658","3,073","1,355","2,469","14,555"
5/25/2023,Adult,Small Volume Specialities,op,90,34,16,4,145
5/25/2023,Adult,Urology,op,"12,558","5,631","2,271","4,285","24,745"
5/25/2023,Adult,Vascular Surgery,op,"6,733","3,259","1,552","2,123","13,667"
5/25/2023,Child,Cardio-Thoracic Surgery,op,39,4,2,0,45
5/25/2023,Child,Cardiology,op,48,12,4,14,78
5/25/2023,Child,Clinical (Medical) Genetics,op,469,350,286,138,"1,243"
5/25/2023,Child,Clinical Immunology,op,475,144,55,225,899
5/25/2023,Child,Dental Surgery,op,158,83,41,25,307
5/25/2023,Child,Dermatology,op,"1,477",505,313,723,"3,018"
5/25/2023,Child,Developmental Paediatrics,op,295,250,175,309,"1,029"
5/25/2023,Child,Gastro-Enterology,op,22,4,4,0,30
5/25/2023,Child,General Medicine,op,33,4,2,0,39
5/25/2023,Child,General Surgery,op,809,373,163,174,"1,519"
5/25/2023,Child,Gynaecology,op,512,131,66,17,726
5/25/2023,Child,Haematology,op,69,16,4,2,91
5/25/2023,Child,Immunology,op,256,75,8,9,348
5/25/2023,Child,Maxillo-Facial,op,83,35,27,53,198
5/25/2023,Child,Neurology,op,35,8,2,2,47
5/25/2023,Child,Ophthalmology,op,"2,257",741,401,689,"4,088"
5/25/2023,Child,Oral Surgery,op,101,74,23,30,228
5/25/2023,Child,Orthopaedics,op,"1,580",698,278,437,"2,993"
5/25/2023,Child,Otolaryngology (ENT),op,"5,756","2,176","1,101",876,"9,909"
5/25/2023,Child,Paed Cardiology,op,"2,100","1,116",706,89,"4,011"
5/25/2023,Child,Paed Endocrinology,op,460,211,38,59,768
5/25/2023,Child,Paed Gastro-Enterol,op,566,127,74,58,825
5/25/2023,Child,Paed Haematology,op,216,21,2,2,241
5/25/2023,Child,Paed Metabolic Medicine,op,43,4,2,0,49
5/25/2023,Child,Paed Nephrology,op,297,111,22,2,432
5/25/2023,Child,Paed Orthopaedic,op,"1,668","1,047",516,641,"3,872"
5/25/2023,Child,Paediatric Dermatology,op,"2,743","1,532",903,"1,765","6,943"
5/25/2023,Child,Paediatric ENT,op,"3,843","1,320",696,"1,640","7,499"
5/25/2023,Child,Paediatric Infectious Diseases,op,66,4,4,2,76
5/25/2023,Child,Paediatric Neurology,op,837,283,16,0,"1,136"
5/25/2023,Child,Paediatric Neurosurgery,op,30,4,0,0,34
5/25/2023,Child,Paediatric Respiratory Medicine,op,831,377,293,567,"2,068"
5/25/2023,Child,Paediatric Surgery,op,"2,313","1,438",683,21,"4,455"
5/25/2023,Child,Paediatric Urology,op,575,281,198,23,"1,077"
5/25/2023,Child,Paediatrics,op,"14,086","5,420","1,838",349,"21,693"
5/25/2023,Child,Pain Relief,op,26,4,4,2,36
5/25/2023,Child,Plastic Surgery,op,797,290,190,271,"1,548"
5/25/2023,Child,Respiratory Medicine,op,18,2,2,0,22
5/25/2023,Child,Rheumatology,op,310,161,181,610,"1,262"
5/25/2023,Child,Small Volume Specialities,op,78,17,13,2,110
5/25/2023,Child,Urology,op,958,479,171,316,"1,924"
5/25/2023,Adult,Anaesthetics,ipdc,55,2,0,0,57
5/25/2023,Adult,Breast Surgery,ipdc,109,51,30,42,232
5/25/2023,Adult,Cardio-Thoracic Surgery,ipdc,222,42,14,23,301
5/25/2023,Adult,Cardiology,ipdc,"2,540",610,108,87,"3,345"
5/25/2023,Adult,Clinical Immunology,ipdc,194,104,37,2,337
5/25/2023,Adult,Dental Surgery,ipdc,52,2,0,4,58
5/25/2023,Adult,Dermatology,ipdc,692,149,62,38,941
5/25/2023,Adult,Endocrinology,ipdc,8,2,6,7,23
5/25/2023,Adult,Gastro-Enterology,ipdc,284,87,32,102,505
5/25/2023,Adult,Gastro-Intestinal Surgery,ipdc,248,165,57,160,630
5/25/2023,Adult,General Medicine,ipdc,140,24,6,4,174
5/25/2023,Adult,General Surgery,ipdc,"7,274","2,601","1,106","1,711","12,692"
5/25/2023,Adult,Geriatric Medicine,ipdc,15,6,0,0,21
5/25/2023,Adult,Gynaecology,ipdc,"3,582","1,061",417,406,"5,466"
5/25/2023,Adult,Haematology,ipdc,43,2,0,0,45
5/25/2023,Adult,Hepato-Biliary Surgery,ipdc,21,11,10,8,50
5/25/2023,Adult,Maxillo-Facial,ipdc,496,559,81,165,"1,301"
5/25/2023,Adult,Nephrology,ipdc,50,2,0,0,52
5/25/2023,Adult,Neurology,ipdc,197,65,10,35,307
5/25/2023,Adult,Neurosurgery,ipdc,367,251,114,41,773
5/25/2023,Adult,Oncology,ipdc,78,2,0,0,80
5/25/2023,Adult,Ophthalmology,ipdc,"6,236","2,365",584,673,"9,858"
5/25/2023,Adult,Oral Surgery,ipdc,152,153,122,141,568
5/25/2023,Adult,Orthopaedics,ipdc,"5,781","1,748",667,"1,044","9,240"
5/25/2023,Adult,Otolaryngology (ENT),ipdc,"3,082","1,156",605,504,"5,347"
5/25/2023,Adult,Pain Relief,ipdc,"3,207","1,217",344,377,"5,145"
5/25/2023,Adult,Plastic Surgery,ipdc,"3,262","1,243",572,"1,026","6,103"
5/25/2023,Adult,Radiology,ipdc,49,0,8,4,61
5/25/2023,Adult,Respiratory Medicine,ipdc,529,265,39,7,840
5/25/2023,Adult,Rheumatology,ipdc,259,128,49,14,450
5/25/2023,Adult,Small Volume Specialties,ipdc,4,2,0,0,6
5/25/2023,Adult,Urology,ipdc,"5,633","1,517",499,700,"8,349"
5/25/2023,Adult,Vascular Surgery,ipdc,"1,041",324,123,129,"1,617"
5/25/2023,Child,Cardio-Thoracic Surgery,ipdc,52,7,4,2,65
5/25/2023,Child,Clinical Immunology,ipdc,135,123,109,33,400
5/25/2023,Child,Dental Surgery,ipdc,150,62,44,50,306
5/25/2023,Child,General Surgery,ipdc,164,46,22,23,255
5/25/2023,Child,Immunology,ipdc,41,27,32,20,120
5/25/2023,Child,Maxillo-Facial,ipdc,57,55,17,15,145
5/25/2023,Child,Ophthalmology,ipdc,439,242,70,53,804
5/25/2023,Child,Oral Surgery,ipdc,20,22,18,2,62
5/25/2023,Child,Orthopaedics,ipdc,176,95,40,30,341
5/25/2023,Child,Otolaryngology (ENT),ipdc,923,167,21,11,"1,122"
5/25/2023,Child,Paed Cardiology,ipdc,159,50,8,6,223
5/25/2023,Child,Paed Endocrinology,ipdc,21,6,2,0,30
5/25/2023,Child,Paed Metabolic Medicine,ipdc,8,8,2,5,24
5/25/2023,Child,Paed Orthopaedic,ipdc,416,192,106,186,900
5/25/2023,Child,Paediatric ENT,ipdc,618,124,30,24,796
5/25/2023,Child,Paediatric Neurosurgery,ipdc,14,9,4,2,30
5/25/2023,Child,Paediatric Radiology,ipdc,6,24,4,22,57
5/25/2023,Child,Paediatric Respiratory Medicine,ipdc,409,372,197,398,"1,376"
5/25/2023,Child,Paediatric Surgery,ipdc,487,227,23,19,756
5/25/2023,Child,Paediatric Urology,ipdc,247,115,40,84,486
5/25/2023,Child,Paediatrics,ipdc,131,35,6,5,178
5/25/2023,Child,Plastic Surgery,ipdc,258,79,48,68,453
5/25/2023,Child,Rheumatology,ipdc,36,24,4,2,66
5/25/2023,Child,Small Volume Specialties,ipdc,62,31,20,2,115
5/25/2023,Child,Urology,ipdc,267,73,12,15,367
6/29/2023,Adult,Breast Surgery,op,"1,896",14,0,0,"1,910"
6/29/2023,Adult,Cardio-Thoracic Surgery,op,280,44,25,21,370
6/29/2023,Adult,Cardiology,op,"21,657","9,106","4,077","2,106","36,946"
6/29/2023,Adult,Chemical Pathology,op,52,29,2,0,83
6/29/2023,Adult,Clinical (Medical) Genetics,op,"1,013",805,733,724,"3,275"
6/29/2023,Adult,Clinical Immunology,op,"1,235",654,357,11,"2,257"
6/29/2023,Adult,Clinical Neurophysiology,op,711,428,432,309,"1,880"
6/29/2023,Adult,Dermatology,op,"24,754","8,864","3,964","6,748","44,330"
6/29/2023,Adult,Diabetes Mellitus,op,"1,245",445,205,156,"2,051"
6/29/2023,Adult,Endocrinology,op,"7,943","4,214","2,773","4,418","19,348"
6/29/2023,Adult,Gastro-Enterology,op,"10,669","3,385","1,176",746,"15,976"
6/29/2023,Adult,Gastro-Intestinal Surgery,op,160,58,26,9,253
6/29/2023,Adult,General Medicine,op,"10,267","4,261","2,370","2,205","19,103"
6/29/2023,Adult,General Surgery,op,"25,873","5,769","2,469","1,530","35,641"
6/29/2023,Adult,Geriatric Medicine,op,"3,234",392,90,115,"3,831"
6/29/2023,Adult,Gynaecology,op,"21,285","4,728","1,383","1,263","28,659"
6/29/2023,Adult,Haematology,op,"5,415","1,891",988,898,"9,192"
6/29/2023,Adult,Hepato-Biliary Surgery,op,74,20,0,0,94
6/29/2023,Adult,Infectious Diseases,op,"1,031",440,2,2,"1,475"
6/29/2023,Adult,Maxillo-Facial,op,"1,680",747,508,"2,268","5,203"
6/29/2023,Adult,Metabolic Medicine,op,86,24,4,2,116
6/29/2023,Adult,Microbiology,op,25,2,2,0,29
6/29/2023,Adult,Nephrology,op,"2,528",493,250,298,"3,569"
6/29/2023,Adult,Neurology,op,"10,052","4,739","2,627","5,456","22,874"
6/29/2023,Adult,Neurosurgery,op,"3,844","2,017","1,287","2,437","9,585"
6/29/2023,Adult,Oncology,op,575,8,0,0,583
6/29/2023,Adult,Ophthalmology,op,"16,701","6,562","3,573","6,837","33,673"
6/29/2023,Adult,Orthopaedics,op,"33,058","17,458","7,180","7,171","64,867"
6/29/2023,Adult,Otolaryngology (ENT),op,"19,900","8,768","4,187","6,259","39,114"
6/29/2023,Adult,Paediatric Dermatology,op,11,31,4,2,48
6/29/2023,Adult,Paediatric Neurology,op,12,9,0,0,21
6/29/2023,Adult,Paediatrics,op,112,75,19,6,212
6/29/2023,Adult,Pain Relief,op,"5,781","3,280","1,935","3,653","14,649"
6/29/2023,Adult,Palliative Medicine,op,22,2,2,0,26
6/29/2023,Adult,Pathology,op,62,31,37,68,198
6/29/2023,Adult,Plastic Surgery,op,"8,368","2,986","1,561","3,829","16,744"
