ArchiveDate,Adult_Child,HospitalName,0_6_months,6_12_months,12_18_months,18_plus_months,wait_total,care_type,County,Province
3/30/2023,Adult,Midland Regional Hospital Mullingar,3894,2624,1357,1421,9296,op,Westmeath,Leinster
3/30/2023,Adult,Midland Regional Hospital Portlaoise,2147,1136,637,522,4441,op,Laois,Leinster
3/30/2023,Adult,Midland Regional Hospital Tullamore,7404,3657,963,772,12796,op,Offaly,Leinster
3/30/2023,Adult,Naas General Hospital,5300,2131,896,656,8983,op,Kildare,Leinster
3/30/2023,Adult,National Maternity Hospital (Holles Street),2118,251,18,2,2389,op,Dublin,Leinster
3/30/2023,Adult,National Orthopaedic Hospital Cappagh,2598,1111,102,36,3847,op,Dublin,Leinster
3/30/2023,Adult,Nenagh Hospital,324,213,59,31,627,op,Tipperary,Munster
3/30/2023,Adult,Our Lady of Lourdes Hospital Drogheda,6874,4097,880,98,11947,op,Louth,Leinster
3/30/2023,Adult,Our Lady's Hospital Navan,3120,1186,527,972,5805,op,Meath,Leinster
3/30/2023,Adult,Portiuncula University Hospital,1959,586,261,513,3318,op,Galway,Connacht
3/30/2023,Adult,Roscommon University Hospital,2910,1406,655,1040,6011,op,Roscommon,Connacht
3/30/2023,Adult,Rotunda Hospital,2798,324,2,2,3126,op,Dublin,Leinster
3/30/2023,Adult,Royal Victoria Eye and Ear Hospital,5051,2918,1588,3354,12911,op,Dublin,Leinster
3/30/2023,Adult,Sligo University Hospital,7775,3806,1686,2475,15741,op,Sligo,Connacht
3/30/2023,Adult,South Infirmary Victoria University Hospital,9557,4931,2762,5893,23142,op,Cork,Munster
3/30/2023,Adult,St. Columcille's Hospital,1928,1975,1215,2741,7858,op,Dublin,Leinster
3/30/2023,Adult,St. James's Hospital,14750,4517,1821,2221,23308,op,Dublin,Leinster
3/30/2023,Adult,St. John's Hospital Limerick,555,321,256,239,1371,op,Limerick,Munster
3/30/2023,Adult,St. Luke's General Hospital Kilkenny,3123,1169,212,6,4510,op,Kilkenny,Leinster
3/30/2023,Adult,St. Michael's Hospital,2693,869,194,175,3931,op,Dublin,Leinster
3/30/2023,Adult,St. Vincent's University Hospital,16775,4821,1272,842,23709,op,Dublin,Leinster
3/30/2023,Adult,Tallaght University Hospital,11757,9570,5617,8634,35577,op,Dublin,Leinster
3/30/2023,Adult,Tipperary University Hospital,2168,804,307,173,3451,op,Tipperary,Munster
3/30/2023,Adult,University Hospital Kerry,5414,1983,773,421,8590,op,Kerry,Munster
3/30/2023,Adult,University Hospital Limerick,13121,6202,3662,3576,26560,op,Limerick,Munster
3/30/2023,Adult,University Hospital Waterford,15446,7538,3457,4748,31188,op,Waterford,Munster
3/30/2023,Adult,Wexford General Hospital,2629,776,138,4,3547,op,Wexford,Leinster
3/30/2023,Child,Beaumont Hospital,62,27,2,0,91,op,Dublin,Leinster
3/30/2023,Child,Cavan General Hospital,1154,279,34,0,1467,op,Cavan,Ulster
3/30/2023,Child,Children's Health Ireland,20753,11026,5409,6452,43641,op,Dublin,Leinster
3/30/2023,Child,Coombe Women and Infants University Hospital,30,7,0,0,37,op,Dublin,Leinster
3/30/2023,Child,Cork University Hospital,3053,1358,466,607,5485,op,Cork,Munster
3/30/2023,Child,Cork University Maternity Hospital,45,4,0,0,49,op,Cork,Munster
3/30/2023,Child,Croom Orthopaedic Hospital,120,28,4,14,166,op,Limerick,Munster
3/30/2023,Child,Ennis Hospital,38,6,2,0,45,op,Clare,Munster
3/30/2023,Child,Galway University Hospitals,2896,1552,816,1163,6426,op,Galway,Connacht
3/30/2023,Child,Letterkenny University Hospital,1129,274,192,366,1962,op,Donegal,Ulster
3/30/2023,Child,Mallow General Hospital,190,41,2,0,233,op,Cork,Munster
3/30/2023,Child,Mayo University Hospital,709,226,117,171,1222,op,Mayo,Connacht
3/30/2023,Child,Mercy University Hospital,295,68,23,11,396,op,Cork,Munster
3/30/2023,Child,Midland Regional Hospital Mullingar,834,295,198,131,1458,op,Westmeath,Leinster
3/30/2023,Child,Midland Regional Hospital Portlaoise,660,298,121,18,1097,op,Laois,Leinster
3/30/2023,Child,Midland Regional Hospital Tullamore,931,482,140,92,1645,op,Offaly,Leinster
3/30/2023,Child,National Maternity Hospital (Holles Street),61,12,0,0,73,op,Dublin,Leinster
3/30/2023,Child,National Orthopaedic Hospital Cappagh,258,79,8,5,350,op,Dublin,Leinster
3/30/2023,Child,Nenagh Hospital,19,4,0,0,23,op,Tipperary,Munster
3/30/2023,Child,Our Lady of Lourdes Hospital Drogheda,2163,1370,394,109,4037,op,Louth,Leinster
3/30/2023,Child,Portiuncula University Hospital,503,26,9,39,578,op,Galway,Connacht
3/30/2023,Child,Rotunda Hospital,26,2,0,0,28,op,Dublin,Leinster
3/30/2023,Child,Royal Victoria Eye and Ear Hospital,315,117,66,43,541,op,Dublin,Leinster
3/30/2023,Child,Sligo University Hospital,1297,546,113,123,2079,op,Sligo,Connacht
3/30/2023,Child,Small Volume Hospitals,9,6,0,2,17,op,N/A,N/A
3/30/2023,Child,South Infirmary Victoria University Hospital,1595,531,223,223,2571,op,Cork,Munster
3/30/2023,Child,St. Luke's General Hospital Kilkenny,424,9,2,2,437,op,Kilkenny,Leinster
3/30/2023,Child,Tallaght University Hospital,20,6,2,2,30,op,Dublin,Leinster
3/30/2023,Child,Tipperary University Hospital,406,91,14,0,510,op,Tipperary,Munster
3/30/2023,Child,University Hospital Kerry,641,248,92,150,1131,op,Kerry,Munster
3/30/2023,Child,University Hospital Limerick,2396,853,361,320,3930,op,Limerick,Munster
3/30/2023,Child,University Hospital Waterford,2050,645,350,248,3292,op,Waterford,Munster
3/30/2023,Child,Wexford General Hospital,617,268,2,2,888,op,Wexford,Leinster
3/30/2023,Adult,Bantry General Hospital,78,35,24,9,146,ipdc,Cork,Munster
3/30/2023,Adult,Beaumont Hospital,"4,144","1,794",534,127,"6,599",ipdc,Dublin,Leinster
3/30/2023,Adult,Cavan General Hospital,408,11,0,0,419,ipdc,Cavan,Ulster
3/30/2023,Adult,Connolly Hospital Blanchardstown,926,171,8,0,"1,105",ipdc,Dublin,Leinster
3/30/2023,Adult,Coombe Women and Infants University Hospital,111,14,6,2,133,ipdc,Dublin,Leinster
3/30/2023,Adult,Cork University Hospital,773,295,160,266,"1,494",ipdc,Cork,Munster
3/30/2023,Adult,Cork University Maternity Hospital,398,99,23,11,531,ipdc,Cork,Munster
3/30/2023,Adult,Croom Orthopaedic Hospital,300,2,0,0,302,ipdc,Limerick,Munster
3/30/2023,Adult,Ennis Hospital,325,28,0,0,353,ipdc,Clare,Munster
3/30/2023,Adult,Galway University Hospitals,"4,680","2,416",936,"1,998","10,030",ipdc,Galway,Connacht
3/30/2023,Adult,Kilcreene Regional Orthopaedic Hospital,558,46,0,0,604,ipdc,Kilkenny,Leinster
3/30/2023,Adult,Letterkenny University Hospital,"1,326",373,169,363,"2,231",ipdc,Donegal,Ulster
3/30/2023,Adult,Louth County Hospital,396,8,0,0,404,ipdc,Louth,Leinster
3/30/2023,Adult,Mallow General Hospital,222,21,6,0,249,ipdc,Cork,Munster
3/30/2023,Adult,Mater Misericordiae University Hospital,"3,488",941,475,976,"5,879",ipdc,Dublin,Leinster
3/30/2023,Adult,Mayo University Hospital,511,129,51,99,790,ipdc,Mayo,Connacht
3/30/2023,Adult,Mercy University Hospital,558,152,74,48,832,ipdc,Cork,Munster
3/30/2023,Adult,Midland Regional Hospital Mullingar,549,156,98,29,832,ipdc,Westmeath,Leinster
3/30/2023,Adult,Midland Regional Hospital Portlaoise,153,83,26,18,280,ipdc,Laois,Leinster
3/30/2023,Adult,Midland Regional Hospital Tullamore,781,350,84,49,"1,264",ipdc,Offaly,Leinster
3/30/2023,Adult,Naas General Hospital,119,69,8,2,198,ipdc,Kildare,Leinster
3/30/2023,Adult,National Orthopaedic Hospital Cappagh,"1,424",303,50,21,"1,798",ipdc,Dublin,Leinster
3/30/2023,Adult,Nenagh Hospital,639,21,0,0,660,ipdc,Tipperary,Munster
3/30/2023,Adult,Our Lady of Lourdes Hospital Drogheda,472,129,4,0,605,ipdc,Louth,Leinster
3/30/2023,Adult,Our Lady's Hospital Navan,750,67,6,2,825,ipdc,Meath,Leinster
3/30/2023,Adult,Portiuncula University Hospital,445,106,29,0,580,ipdc,Galway,Connacht
3/30/2023,Adult,Roscommon University Hospital,446,157,54,47,704,ipdc,Roscommon,Connacht
3/30/2023,Adult,Royal Victoria Eye and Ear Hospital,"1,913",832,101,15,"2,861",ipdc,Dublin,Leinster
3/30/2023,Adult,Sligo University Hospital,"1,866",801,304,303,"3,274",ipdc,Sligo,Connacht
3/30/2023,Adult,South Infirmary Victoria University Hospital,"2,426",820,355,234,"3,835",ipdc,Cork,Munster
3/30/2023,Adult,St. Columcille's Hospital,441,139,22,35,637,ipdc,Dublin,Leinster
3/30/2023,Adult,St. James's Hospital,"3,327","1,243",604,"1,072","6,246",ipdc,Dublin,Leinster
3/30/2023,Adult,St. John's Hospital Limerick,639,123,8,0,770,ipdc,Limerick,Munster
3/30/2023,Adult,St. Luke's General Hospital Kilkenny,547,221,71,25,864,ipdc,Kilkenny,Leinster
3/30/2023,Adult,St. Michael's Hospital,749,221,32,17,"1,019",ipdc,Dublin,Leinster
3/30/2023,Adult,St. Vincent's University Hospital,"2,751",675,235,454,"4,115",ipdc,Dublin,Leinster
3/30/2023,Adult,Tallaght University Hospital,"1,938",353,140,124,"2,555",ipdc,Dublin,Leinster
3/30/2023,Adult,Tipperary University Hospital,225,49,0,0,274,ipdc,Tipperary,Munster
3/30/2023,Adult,University Hospital Kerry,220,52,6,0,278,ipdc,Kerry,Munster
3/30/2023,Adult,University Hospital Limerick,"1,641",752,66,2,"2,461",ipdc,Limerick,Munster
3/30/2023,Adult,University Hospital Waterford,"3,560","1,058",555,926,"6,099",ipdc,Waterford,Munster
3/30/2023,Adult,Wexford General Hospital,504,217,137,21,879,ipdc,Wexford,Leinster
3/30/2023,Child,Beaumont Hospital,17,4,4,0,25,ipdc,Dublin,Leinster
3/30/2023,Child,Children's Health Ireland,"3,275","1,557",738,895,"6,465",ipdc,Dublin,Leinster
3/30/2023,Child,Cork University Hospital,116,42,14,20,193,ipdc,Cork,Munster
3/30/2023,Child,Galway University Hospitals,215,82,32,73,402,ipdc,Galway,Connacht
3/30/2023,Child,Letterkenny University Hospital,39,13,6,11,70,ipdc,Donegal,Ulster
3/30/2023,Child,Mercy University Hospital,61,9,2,0,73,ipdc,Cork,Munster
3/30/2023,Child,Midland Regional Hospital Mullingar,17,8,0,0,25,ipdc,Westmeath,Leinster
3/30/2023,Child,Midland Regional Hospital Tullamore,110,43,0,0,153,ipdc,Offaly,Leinster
3/30/2023,Child,National Orthopaedic Hospital Cappagh,118,90,26,13,247,ipdc,Dublin,Leinster
3/30/2023,Child,Nenagh Hospital,21,0,0,0,21,ipdc,Tipperary,Munster
3/30/2023,Child,Our Lady of Lourdes Hospital Drogheda,53,10,0,0,64,ipdc,Louth,Leinster
3/30/2023,Child,Portiuncula University Hospital,24,6,4,0,35,ipdc,Galway,Connacht
3/30/2023,Child,Royal Victoria Eye and Ear Hospital,77,15,4,2,99,ipdc,Dublin,Leinster
3/30/2023,Child,Sligo University Hospital,169,46,10,8,234,ipdc,Sligo,Connacht
3/30/2023,Child,Small Volume Hospitals,67,8,4,2,81,ipdc,N/A,N/A
3/30/2023,Child,South Infirmary Victoria University Hospital,178,39,6,2,225,ipdc,Cork,Munster
3/30/2023,Child,University Hospital Kerry,9,12,0,0,21,ipdc,Kerry,Munster
3/30/2023,Child,University Hospital Limerick,355,45,4,2,406,ipdc,Limerick,Munster
3/30/2023,Child,University Hospital Waterford,154,36,14,6,211,ipdc,Waterford,Munster
4/27/2023,Adult,Bantry General Hospital,642,204,50,2,899,op,Cork,Munster
4/27/2023,Adult,Beaumont Hospital,22364,9075,985,6,32431,op,Dublin,Leinster
4/27/2023,Adult,Cavan General Hospital,4273,2909,704,0,7887,op,Cavan,Ulster
4/27/2023,Adult,Connolly Hospital Blanchardstown,4316,687,136,2,5142,op,Dublin,Leinster
4/27/2023,Adult,Coombe Women and Infants University Hospital,1581,594,252,228,2655,op,Dublin,Leinster
4/27/2023,Adult,Cork University Hospital,12997,6672,4343,7829,31841,op,Cork,Munster
4/27/2023,Adult,Cork University Maternity Hospital,1910,124,17,2,2053,op,Cork,Munster
4/27/2023,Adult,Croom Orthopaedic Hospital,2403,1125,379,609,4516,op,Limerick,Munster
4/27/2023,Adult,Ennis Hospital,526,398,81,16,1022,op,Clare,Munster
4/27/2023,Adult,Galway University Hospitals,19607,9739,5655,12836,47837,op,Galway,Connacht
4/27/2023,Adult,Letterkenny University Hospital,7403,2925,1440,3661,15430,op,Donegal,Ulster
4/27/2023,Adult,Louth County Hospital,1881,1047,245,7,3181,op,Louth,Leinster
4/27/2023,Adult,Mallow General Hospital,2223,839,238,164,3465,op,Cork,Munster
4/27/2023,Adult,Mater Misericordiae University Hospital,21310,7056,2802,7832,39001,op,Dublin,Leinster
4/27/2023,Adult,Mayo University Hospital,4339,1799,728,1636,8503,op,Mayo,Connacht
4/27/2023,Adult,Mercy University Hospital,2872,1245,578,1570,6265,op,Cork,Munster
4/27/2023,Adult,Midland Regional Hospital Mullingar,4152,2676,1365,1494,9688,op,Westmeath,Leinster
4/27/2023,Adult,Midland Regional Hospital Portlaoise,2082,1160,670,505,4417,op,Laois,Leinster
4/27/2023,Adult,Midland Regional Hospital Tullamore,7344,3545,802,653,12345,op,Offaly,Leinster
4/27/2023,Adult,Naas General Hospital,5345,2152,909,651,9058,op,Kildare,Leinster
4/27/2023,Adult,National Maternity Hospital (Holles Street),2124,339,7,2,2472,op,Dublin,Leinster
4/27/2023,Adult,National Orthopaedic Hospital Cappagh,2246,1453,158,57,3914,op,Dublin,Leinster
4/27/2023,Adult,Nenagh Hospital,317,238,47,28,630,op,Tipperary,Munster
4/27/2023,Adult,Our Lady of Lourdes Hospital Drogheda,7049,4123,996,97,12265,op,Louth,Leinster
4/27/2023,Adult,Our Lady's Hospital Navan,3346,1244,551,865,6006,op,Meath,Leinster
4/27/2023,Adult,Portiuncula University Hospital,1940,563,238,493,3235,op,Galway,Connacht
4/27/2023,Adult,Roscommon University Hospital,3027,1425,638,957,6048,op,Roscommon,Connacht
4/27/2023,Adult,Rotunda Hospital,2843,114,0,0,2957,op,Dublin,Leinster
4/27/2023,Adult,Royal Victoria Eye and Ear Hospital,5030,2957,1637,3365,12989,op,Dublin,Leinster
4/27/2023,Adult,Sligo University Hospital,7487,3512,1512,2518,15029,op,Sligo,Connacht
4/27/2023,Adult,South Infirmary Victoria University Hospital,9500,5088,2717,5834,23140,op,Cork,Munster
4/27/2023,Adult,St. Columcille's Hospital,2077,1977,1289,2858,8202,op,Dublin,Leinster
4/27/2023,Adult,St. James's Hospital,14711,4836,1787,2276,23610,op,Dublin,Leinster
4/27/2023,Adult,St. John's Hospital Limerick,574,307,272,151,1304,op,Limerick,Munster
4/27/2023,Adult,St. Luke's General Hospital Kilkenny,3187,1136,296,6,4626,op,Kilkenny,Leinster
4/27/2023,Adult,St. Michael's Hospital,2623,1015,233,188,4060,op,Dublin,Leinster
4/27/2023,Adult,St. Vincent's University Hospital,17064,4880,1219,781,23944,op,Dublin,Leinster
4/27/2023,Adult,Tallaght University Hospital,12335,9117,5150,8445,35048,op,Dublin,Leinster
4/27/2023,Adult,Tipperary University Hospital,2160,824,306,164,3454,op,Tipperary,Munster
4/27/2023,Adult,University Hospital Kerry,5256,2254,772,407,8690,op,Kerry,Munster
4/27/2023,Adult,University Hospital Limerick,13118,6128,3446,3275,25967,op,Limerick,Munster
4/27/2023,Adult,University Hospital Waterford,15641,7441,3528,4754,31365,op,Waterford,Munster
4/27/2023,Adult,Wexford General Hospital,2579,856,152,2,3589,op,Wexford,Leinster
4/27/2023,Child,Beaumont Hospital,66,12,2,0,80,op,Dublin,Leinster
4/27/2023,Child,Cavan General Hospital,1090,291,33,2,1416,op,Cavan,Ulster
4/27/2023,Child,Children's Health Ireland,20442,10825,5466,6368,43101,op,Dublin,Leinster
4/27/2023,Child,Coombe Women and Infants University Hospital,30,10,0,0,40,op,Dublin,Leinster
4/27/2023,Child,Cork University Hospital,3015,1353,490,618,5475,op,Cork,Munster
4/27/2023,Child,Cork University Maternity Hospital,49,7,0,0,56,op,Cork,Munster
4/27/2023,Child,Croom Orthopaedic Hospital,119,27,4,11,160,op,Limerick,Munster
4/27/2023,Child,Ennis Hospital,47,5,2,2,56,op,Clare,Munster
4/27/2023,Child,Galway University Hospitals,3004,1599,818,1162,6584,op,Galway,Connacht
4/27/2023,Child,Letterkenny University Hospital,1164,277,204,372,2016,op,Donegal,Ulster
4/27/2023,Child,Mallow General Hospital,207,63,2,2,274,op,Cork,Munster
4/27/2023,Child,Mayo University Hospital,759,220,103,174,1254,op,Mayo,Connacht
4/27/2023,Child,Mercy University Hospital,278,73,18,4,373,op,Cork,Munster
4/27/2023,Child,Midland Regional Hospital Mullingar,886,319,192,131,1528,op,Westmeath,Leinster
4/27/2023,Child,Midland Regional Hospital Portlaoise,654,306,118,18,1096,op,Laois,Leinster
4/27/2023,Child,Midland Regional Hospital Tullamore,1011,474,128,88,1701,op,Offaly,Leinster
4/27/2023,Child,National Maternity Hospital (Holles Street),55,21,2,0,78,op,Dublin,Leinster
4/27/2023,Child,National Orthopaedic Hospital Cappagh,217,100,13,7,337,op,Dublin,Leinster
4/27/2023,Child,Nenagh Hospital,18,4,0,0,22,op,Tipperary,Munster
4/27/2023,Child,Our Lady of Lourdes Hospital Drogheda,2254,1385,484,104,4226,op,Louth,Leinster
4/27/2023,Child,Portiuncula University Hospital,468,22,10,34,534,op,Galway,Connacht
4/27/2023,Child,Rotunda Hospital,29,6,0,0,35,op,Dublin,Leinster
4/27/2023,Child,Royal Victoria Eye and Ear Hospital,324,129,56,44,553,op,Dublin,Leinster
4/27/2023,Child,Sligo University Hospital,1298,558,126,126,2107,op,Sligo,Connacht
4/27/2023,Child,Small Volume Hospitals,12,4,0,2,17,op,N/A,N/A
4/27/2023,Child,South Infirmary Victoria University Hospital,1674,542,214,229,2659,op,Cork,Munster
4/27/2023,Child,St. Luke's General Hospital Kilkenny,419,15,7,2,443,op,Kilkenny,Leinster
4/27/2023,Child,Tallaght University Hospital,26,2,2,2,32,op,Dublin,Leinster
4/27/2023,Child,Tipperary University Hospital,399,93,9,0,500,op,Tipperary,Munster
4/27/2023,Child,University Hospital Kerry,656,220,96,139,1110,op,Kerry,Munster
4/27/2023,Child,University Hospital Limerick,2481,876,370,281,4008,op,Limerick,Munster
4/27/2023,Child,University Hospital Waterford,2026,683,329,251,3289,op,Waterford,Munster
4/27/2023,Child,Wexford General Hospital,651,260,15,0,927,op,Wexford,Leinster
4/27/2023,Adult,Bantry General Hospital,68,36,18,13,135,ipdc,Cork,Munster
4/27/2023,Adult,Beaumont Hospital,"3,982","1,909",618,136,"6,645",ipdc,Dublin,Leinster
4/27/2023,Adult,Cavan General Hospital,328,2,0,2,332,ipdc,Cavan,Ulster
4/27/2023,Adult,Connolly Hospital Blanchardstown,956,205,6,0,"1,167",ipdc,Dublin,Leinster
4/27/2023,Adult,Coombe Women and Infants University Hospital,90,21,2,4,117,ipdc,Dublin,Leinster
4/27/2023,Adult,Cork University Hospital,740,272,177,253,"1,442",ipdc,Cork,Munster
4/27/2023,Adult,Cork University Maternity Hospital,421,106,21,15,563,ipdc,Cork,Munster
4/27/2023,Adult,Croom Orthopaedic Hospital,274,0,0,0,274,ipdc,Limerick,Munster
4/27/2023,Adult,Ennis Hospital,343,25,0,0,368,ipdc,Clare,Munster
4/27/2023,Adult,Galway University Hospitals,"4,328","2,476",857,"2,013","9,673",ipdc,Galway,Connacht
4/27/2023,Adult,Kilcreene Regional Orthopaedic Hospital,561,44,4,0,609,ipdc,Kilkenny,Leinster
4/27/2023,Adult,Letterkenny University Hospital,"1,364",391,159,368,"2,283",ipdc,Donegal,Ulster
4/27/2023,Adult,Louth County Hospital,433,0,0,0,433,ipdc,Louth,Leinster
4/27/2023,Adult,Mallow General Hospital,245,28,6,0,280,ipdc,Cork,Munster
4/27/2023,Adult,Mater Misericordiae University Hospital,"3,264",930,471,"1,008","5,674",ipdc,Dublin,Leinster
4/27/2023,Adult,Mayo University Hospital,514,139,50,95,798,ipdc,Mayo,Connacht
4/27/2023,Adult,Mercy University Hospital,543,160,80,45,828,ipdc,Cork,Munster
4/27/2023,Adult,Midland Regional Hospital Mullingar,661,148,75,29,914,ipdc,Westmeath,Leinster
4/27/2023,Adult,Midland Regional Hospital Portlaoise,146,70,30,22,269,ipdc,Laois,Leinster
4/27/2023,Adult,Midland Regional Hospital Tullamore,736,288,82,34,"1,140",ipdc,Offaly,Leinster
4/27/2023,Adult,Naas General Hospital,139,45,0,0,184,ipdc,Kildare,Leinster
4/27/2023,Adult,National Orthopaedic Hospital Cappagh,"1,422",280,21,28,"1,751",ipdc,Dublin,Leinster
4/27/2023,Adult,Nenagh Hospital,553,9,0,0,562,ipdc,Tipperary,Munster
4/27/2023,Adult,Our Lady of Lourdes Hospital Drogheda,499,125,4,0,629,ipdc,Louth,Leinster
4/27/2023,Adult,Our Lady's Hospital Navan,652,104,8,2,767,ipdc,Meath,Leinster
4/27/2023,Adult,Portiuncula University Hospital,409,114,28,0,551,ipdc,Galway,Connacht
4/27/2023,Adult,Roscommon University Hospital,509,153,48,48,758,ipdc,Roscommon,Connacht
4/27/2023,Adult,Royal Victoria Eye and Ear Hospital,"1,982",848,111,17,"2,958",ipdc,Dublin,Leinster
4/27/2023,Adult,Sligo University Hospital,"1,630",805,279,271,"2,986",ipdc,Sligo,Connacht
4/27/2023,Adult,South Infirmary Victoria University Hospital,"2,456",821,350,234,"3,860",ipdc,Cork,Munster
4/27/2023,Adult,St. Columcille's Hospital,483,146,41,27,698,ipdc,Dublin,Leinster
4/27/2023,Adult,St. James's Hospital,"3,396","1,345",601,"1,114","6,457",ipdc,Dublin,Leinster
4/27/2023,Adult,St. John's Hospital Limerick,631,126,4,0,761,ipdc,Limerick,Munster
4/27/2023,Adult,St. Luke's General Hospital Kilkenny,545,243,78,28,894,ipdc,Kilkenny,Leinster
4/27/2023,Adult,St. Michael's Hospital,636,230,26,14,906,ipdc,Dublin,Leinster
4/27/2023,Adult,St. Vincent's University Hospital,"2,745",707,236,458,"4,146",ipdc,Dublin,Leinster
4/27/2023,Adult,Tallaght University Hospital,"1,906",358,133,131,"2,528",ipdc,Dublin,Leinster
4/27/2023,Adult,Tipperary University Hospital,244,47,0,0,291,ipdc,Tipperary,Munster
4/27/2023,Adult,University Hospital Kerry,213,39,0,0,252,ipdc,Kerry,Munster
4/27/2023,Adult,University Hospital Limerick,"1,656",803,93,2,"2,554",ipdc,Limerick,Munster
4/27/2023,Adult,University Hospital Waterford,"3,593","1,094",543,957,"6,186",ipdc,Waterford,Munster
4/27/2023,Adult,Wexford General Hospital,447,224,125,39,836,ipdc,Wexford,Leinster
